549	113	113
550	520	520
551	1	1
552	9	9
553	4	4
554	2	2
555	0	0
556	1	1
557	1	1
558	0	0
559	0	0
560	9	9
561	466	466
562	85	85
563	25	25
564	1	1
565	0	0
566	0	0
567	2	2
568	0	0
569	0	0
570	2	2
571	733	733
572	5	5
573	0	0
574	9	9
575	4	4
576	8	8
577	1	1
578	25	25
579	160	160
580	425	425
581	5	5
582	4	4
583	1	1
584	4	4
585	4	4
586	2	2
587	8	8
588	400	400
589	145	145
590	18	18
591	4	4
592	1	1
593	2	2
594	10	10
595	4	4
596	2	2
597	2	2
598	2	2
599	5	5
600	4	4
601	1	1
602	8	8
603	1	1
604	641	641
605	1	1
606	2	2
607	2	2
608	1	1
609	1	1
610	9	9
611	4	4
612	1	1
613	2	2
614	2	2
615	1	1
616	1	1
617	0	0
618	1	1
619	1	1
620	1	1
621	2	2
622	10	10
623	5	5
624	580	580
625	109	109
626	2	2
627	5	5
628	0	0
629	2	2
630	1	1
631	5	5
632	0	0
633	712	712
634	2	2
635	2	2
636	2	2
637	2	2
638	2	2
639	2	2
640	10	10
641	125	125
642	433	433
643	16	16
644	5	5
645	4	4
646	1	1
647	5	5
648	5	5
649	2	2
650	2	2
651	2	2
652	0	0
653	2	2
654	1	1
655	1	1
656	18	18
657	2	2
658	1	1
659	4	4
660	2	2
661	1	1
662	1	1
663	0	0
664	1	1
665	1	1
666	730	730
667	20	20
668	1	1
669	0	0
670	1	1
671	2	2
672	4	4
673	5	5
674	2	2
675	1	1
676	0	0
677	5	5
678	2	2
679	1	1
680	2	2
681	1	1
682	1	1
683	2	2
684	5	5
685	5	5
686	533	533
687	122	122
688	8	8
689	10	10
690	1	1
691	0	0
692	5	5
693	1	1
694	20	20
695	729	729
696	17	17
697	1	1
698	5	5
699	4	4
700	5	5
701	1	1
702	8	8
703	125	125
704	490	490
705	9	9
706	2	2
707	5	5
708	1	1
709	2	2
710	0	0
711	2	2
712	2	2
713	2	2
714	2	2
715	1	1
716	2	2
717	2	2
718	2	2
719	0	0
720	2	2
721	1	1
722	10	10
723	8	8
724	2	2
725	5	5
726	1	1
727	1	1
728	706	706
729	25	25
730	9	9
731	10	10
732	10	10
733	1	1
734	5	5
735	1	1
736	5	5
737	5	5
738	2	2
739	2	2
740	0	0
741	1	1
742	1	1
743	2	2
744	0	0
745	2	2
746	2	2
747	1	1
748	0	0
749	1	1
750	2	2
751	2	2
752	4	4
753	2	2
754	4	4
755	1	1
756	2	2
757	4	4
758	5	5
759	2	2
760	5	5
761	661	661
762	13	13
763	16	16
764	1	1
765	4	4
766	2	2
767	2	2
768	5	5
769	1	1
770	5	5
771	2	2
772	0	0
773	8	8
774	1	1
775	2	2
776	1	1
777	1	1
778	5	5
779	2	2
780	16	16
781	433	433
782	185	185
783	17	17
784	2	2
785	10	10
786	1	1
787	5	5
788	1	1
789	9	9
790	545	545
791	17	17
792	20	20
793	4	4
794	712	712
795	58	58
796	740	740
797	2	2
798	2	2
799	18	18
800	81	81
801	650	650
802	34	34
803	709	709
804	4	4
805	4	4
806	4	4
807	2	2
808	17	17
809	65	65
810	890	890
811	13	13
812	106	106
813	674	674
814	81	81
815	745	745
816	36	36
817	1780	1780
818	724	724
819	74	74
820	650	650
821	122	122
822	677	677
823	85	85
824	801	801
825	18	18
826	41	41
827	1465	1465
828	800	800
829	29	29
830	85	85
831	698	698
832	10	10
833	1445	1445
834	605	605
835	52	52
836	841	841
837	2	2
838	37	37
839	1417	1417
840	865	865
841	16	16
842	130	130
843	842	842
844	26	26
845	1481	1481
846	808	808
847	16	16
848	137	137
849	674	674
850	50	50
851	738	738
852	90	90
853	610	610
854	85	85
855	666	666
856	85	85
857	500	500
858	53	53
859	720	720
860	25	25
861	1513	1513
862	832	832
863	81	81
864	125	125
865	701	701
866	25	25
867	772	772
868	25	25
869	1429	1429
870	706	706
871	68	68
872	909	909
873	4	4
874	81	81
875	1625	1625
876	872	872
877	10	10
878	65	65
879	1780	1780
880	612	612
881	65	65
882	976	976
883	2	2
884	97	97
885	625	625
886	64	64
887	625	625
888	40	40
889	625	625
890	25	25
891	1381	1381
892	661	661
893	64	64
894	661	661
895	89	89
896	586	586
897	73	73
898	565	565
899	81	81
900	676	676
901	137	137
902	657	657
903	72	72
904	929	929
905	2	2
906	109	109
907	733	733
908	50	50
909	1594	1594
910	666	666
911	52	52
912	954	954
913	5	5
914	18	18
915	1460	1460
916	746	746
917	41	41
918	74	74
919	637	637
920	37	37
921	733	733
922	25	25
923	1369	1369
924	900	900
925	5	5
926	61	61
927	1588	1588
928	733	733
929	100	100
930	765	765
931	89	89
932	730	730
933	45	45
934	884	884
935	9	9
936	82	82
937	778	778
938	52	52
939	765	765
940	41	41
941	1394	1394
942	650	650
943	50	50
944	848	848
945	5	5
946	20	20
947	1384	1384
948	793	793
949	13	13
950	36	36
951	1513	1513
952	628	628
953	41	41
954	865	865
955	1	1
956	122	122
957	784	784
958	97	97
959	673	673
960	72	72
961	761	761
962	85	85
963	754	754
964	40	40
965	1621	1621
966	697	697
967	41	41
968	900	900
969	13	13
970	52	52
971	1522	1522
972	554	554
973	37	37
974	709	709
975	74	74
976	585	585
977	49	49
978	730	730
979	80	80
980	650	650
981	85	85
982	853	853
983	2	2
984	82	82
985	733	733
986	65	65
987	720	720
988	40	40
989	1629	1629
990	925	925
991	13	13
992	173	173
993	685	685
994	73	73
995	785	785
996	20	20
997	1385	1385
998	890	890
999	29	29
1000	68	68
1001	697	697
1002	45	45
1003	613	613
1004	80	80
1005	725	725
1006	17	17
1007	1394	1394
1008	725	725
1009	25	25
1010	853	853
1011	2	2
1012	85	85
1013	788	788
1014	85	85
1015	725	725
1016	34	34
1017	1513	1513
1018	954	954
1019	2	2
1020	37	37
1021	1585	1585
1022	676	676
1023	58	58
1024	802	802
1025	9	0
1026	65	65
1027	680	680
1028	5	0
1029	1233	1233
1030	853	853
1031	25	25
1032	34	34
1033	757	757
1034	5	0
1035	1	0
1036	1	0
1037	5	0
1038	4	0
1039	8	0
1040	0	0
1041	0	0
1042	1	0
1043	1	0
1044	5	0
1045	0	0
1046	8	0
1047	2	0
1048	2	0
1049	2	0
1050	2	0
1051	4	0
1052	2	0
1053	10	10
1054	1	0
1055	1	0
1056	2	0
1057	4	0
1058	5	0
1059	5	0
1060	2	0
1061	0	0
1062	1	0
1063	2	0
1064	5	0
1065	9	0
1066	866	866
1067	4	0
1068	17	17
1069	4	0
1070	85	85
1071	617	617
1072	53	53
1073	745	745
1074	9	0
1075	2	0
1076	10	10
1077	0	0
1078	9	0
1079	29	29
1080	745	745
1081	26	26
1082	90	90
1083	562	562
1084	58	58
1085	689	689
1086	25	25
1087	1621	1621
1088	676	676
1089	73	73
1090	793	793
1091	85	85
1092	685	685
1093	100	100
1094	865	865
1095	4	0
1096	65	65
1097	1565	1565
1098	865	865
1099	16	16
1100	106	106
1101	706	706
1102	25	25
1103	1453	1453
1104	593	593
1105	40	40
1106	884	884
1107	17	17
1108	13	13
1109	1453	1453
1110	745	745
1111	25	25
1112	98	98
1113	648	648
1114	29	29
1115	1450	1450
1116	800	800
1117	8	0
1118	153	153
1119	697	697
1120	61	61
1121	730	730
1122	104	104
1123	674	674
1124	122	122
1125	701	701
1126	80	80
1127	637	637
1128	34	34
1129	610	610
1130	25	25
1131	1373	1373
1132	778	778
1133	20	20
1134	98	98
1135	685	685
1136	65	65
1137	740	740
1138	25	25
1139	1508	1508
1140	629	629
1141	52	52
1142	724	724
1143	68	68
1144	905	905
1145	9	0
1146	122	122
1147	776	776
1148	29	29
1149	1570	1570
1150	680	680
1151	37	37
1152	916	916
1153	13	13
1154	85	85
1155	801	801
1156	34	34
1157	1489	1489
1158	922	922
1159	25	25
1160	85	85
1161	640	640
1162	41	41
1163	650	650
1164	29	29
1165	1394	1394
1166	784	784
1167	17	17
1168	116	116
1169	680	680
1170	74	74
1171	740	740
1172	104	104
1173	738	738
1174	17	17
1175	1300	1300
1176	901	901
1177	16	16
1178	106	106
1179	706	706
1180	20	20
1181	1530	1530
1182	625	625
1183	65	65
1184	884	884
1185	9	0
1186	116	116
1187	778	778
1188	81	81
1189	625	625
1190	20	20
1191	1476	1476
1192	818	818
1193	17	17
1194	37	37
1195	1525	1525
1196	757	757
1197	18	18
1198	40	40
1199	1618	1618
1200	629	629
1201	82	82
1202	730	730
1203	68	68
1204	925	925
1205	5	0
1206	74	74
1207	605	605
1208	125	125
1209	730	730
1210	90	90
1211	797	797
1212	85	85
1213	724	724
1214	34	34
1215	1377	1377
1216	785	785
1217	25	25
1218	109	109
1219	730	730
1220	45	45
1221	629	629
1222	26	26
1223	1370	1370
1224	865	865
1225	13	13
1226	72	72
1227	697	697
1228	65	65
1229	765	765
1230	37	37
1231	1493	1493
1232	872	872
1233	16	16
1234	145	145
1235	769	769
1236	65	65
1237	680	680
1238	73	73
1239	676	676
1240	50	50
1241	648	648
1242	85	85
1243	689	689
1244	25	25
1245	1321	1321
1246	769	769
1247	13	13
1248	34	34
1249	1378	1378
1250	877	877
1251	17	17
1252	90	90
1253	653	653
1254	25	25
1255	1370	1370
1256	676	676
1257	45	45
1258	961	961
1259	10	10
1260	89	89
1261	937	937
1262	8	0
1263	1620	1620
1264	778	778
1265	37	37
1266	857	857
1267	2	0
1268	49	49
1269	1570	1570
1270	637	637
1271	58	58
1272	754	754
1273	37	37
1274	776	776
1275	20	20
1276	52	52
1277	650	650
1278	17	17
1279	1530	1530
1280	650	650
1281	40	40
1282	832	832
1283	2	0
1284	73	73
1285	740	740
1286	101	101
1287	738	738
1288	97	97
1289	772	772
1290	100	100
1291	754	754
1292	25	25
1293	1394	1394
1294	785	785
1295	53	53
1296	673	673
1297	85	85
1298	1000	1000
1299	2	0
1300	13	0
1301	1312	1312
1302	676	676
1303	13	0
1304	1	0
1305	2	0
1306	2	0
1307	1	0
1308	10	0
1309	1	0
1310	1	0
1311	4	0
1312	2	0
1313	1	0
1314	16	0
1315	5	0
1316	10	0
1317	17	0
1318	1	0
1319	4	0
1320	17	0
1321	1	0
1322	10	0
1323	25	25
1324	5	0
1325	2	0
1326	1	0
1327	16	0
1328	34	34
1329	13	0
1330	9	0
1331	1	0
1332	0	0
1333	0	0
1334	1	0
1335	640	640
1336	34	34
1337	2	0
1338	725	725
1339	8	0
1340	5	0
1341	5	0
1342	0	0
1343	1	0
1344	1	0
1345	2	0
1346	2	0
1347	4	0
1348	20	20
1349	116	116
1350	541	541
1351	10	0
1352	10	0
1353	2	0
1354	5	0
1355	1	0
1356	0	0
1357	1	0
1358	2	0
1359	1	0
1360	36	36
1361	425	425
1362	90	90
1363	13	0
1364	5	0
1365	1	0
1366	0	0
1367	10	0
1368	676	676
1369	1	0
1370	8	0
1371	10	0
1372	2	0
1373	10	0
1374	0	0
1375	1	0
1376	0	0
1377	5	0
1378	5	0
1379	5	0
1380	0	0
1381	1	0
1382	1	0
1383	1	0
1384	0	0
1385	4	0
1386	13	0
1387	5	0
1388	433	433
1389	146	146
1390	17	0
1391	10	0
1392	1	0
1393	1	0
1394	4	0
1395	0	0
1396	5	0
1397	449	449
1398	13	0
1399	13	0
1400	8	0
1401	905	905
1402	157	157
1403	4	0
1404	872	872
1405	45	45
1406	5	0
1407	4	0
1408	1	0
1409	0	0
1410	1	0
1411	0	0
1412	2	0
1413	5	0
1414	8	0
1415	82	82
1416	605	605
1417	20	20
1418	0	0
1419	2	0
1420	1	0
1421	5	0
1422	2	0
1423	4	0
1424	0	0
1425	2	0
1426	4	0
1427	634	634
1428	200	200
1429	5	0
1430	9	0
1431	2	0
1432	5	0
1433	1	0
1434	1	0
1435	1	0
1436	1	0
1437	785	785
1438	40	40
1439	157	157
1440	65	65
1441	146	146
1442	65	65
1443	121	121
1444	144	144
1445	17	0
1446	185	185
1447	689	689
1448	97	97
1449	13	0
1450	272	272
1451	82	82
1452	160	160
1453	776	776
1454	50	50
1455	149	149
1456	185	185
1457	8	0
1458	178	178
1459	685	685
1460	100	100
1461	20	20
1462	244	244
1463	61	61
1464	80	80
1465	701	701
1466	109	109
1467	13	0
1468	260	260
1469	61	61
1470	146	146
1471	80	80
1472	122	122
1473	82	82
1474	117	117
1475	97	97
1476	202	202
1477	113	113
1478	200	200
1479	148	148
1480	122	122
1481	725	725
1482	85	85
1483	5	0
1484	325	325
1485	65	65
1486	170	170
1487	109	109
1488	145	145
1489	873	873
1490	41	41
1491	181	181
1492	180	180
1493	10	0
1494	153	153
1495	661	661
1496	98	98
1497	20	20
1498	164	164
1499	584	584
1500	26	26
1501	170	170
1502	153	153
1503	37	37
1504	225	225
1505	85	85
1506	178	178
1507	116	116
1508	148	148
1509	122	122
1510	97	97
1511	801	801
1512	74	74
1513	193	193
1514	106	106
1515	144	144
1516	64	64
1517	157	157
1518	109	109
1519	164	164
1520	98	98
1521	130	130
1522	65	65
1523	104	104
1524	173	173
1525	29	29
1526	181	181
1527	61	61
1528	765	765
1529	29	29
1530	137	137
1531	157	157
1532	25	25
1533	269	269
1534	97	97
1535	196	196
1536	125	125
1537	193	193
1538	97	97
1539	128	128
1540	845	845
1541	53	53
1542	200	200
1543	144	144
1544	10	0
1545	274	274
1546	106	106
1547	164	164
1548	100	100
1549	65	65
1550	904	904
1551	53	53
1552	164	164
1553	89	89
1554	136	136
1555	72	72
1556	121	121
1557	82	82
1558	137	137
1559	157	157
1560	25	25
1561	269	269
1562	106	106
1563	101	101
1564	788	788
1565	116	116
1566	1	0
1567	136	136
1568	586	586
1569	52	52
1570	221	221
1571	125	125
1572	125	125
1573	144	144
1574	10	0
1575	242	242
1576	100	100
1577	90	90
1578	788	788
1579	130	130
1580	29	29
1581	205	205
1582	765	765
1583	37	37
1584	82	82
1585	68	68
1586	130	130
1587	137	137
1588	8	0
1589	200	200
1590	40	40
1591	200	200
1592	125	125
1593	97	97
1594	829	829
1595	113	113
1596	1	0
1597	269	269
1598	90	90
1599	85	85
1600	850	850
1601	58	58
1602	185	185
1603	106	106
1604	97	97
1605	146	146
1606	25	25
1607	196	196
1608	82	82
1609	130	130
1610	74	74
1611	137	137
1612	80	80
1613	64	64
1614	685	685
1615	85	85
1616	13	0
1617	200	200
1618	85	85
1619	173	173
1620	109	109
1621	178	178
1622	104	104
1623	145	145
1624	98	98
1625	106	106
1626	820	820
1627	145	145
1628	17	0
1629	241	241
1630	68	68
1631	61	61
1632	773	773
1633	50	50
1634	144	144
1635	85	85
1636	137	137
1637	85	85
1638	113	113
1639	145	145
1640	41	41
1641	200	200
1642	65	65
1643	106	106
1644	772	772
1645	52	52
1646	180	180
1647	73	73
1648	122	122
1649	101	101
1650	170	170
1651	194	194
1652	9	0
1653	4	0
1654	0	0
1655	5	0
1656	5	0
1657	2	0
1658	1	0
1659	1	0
1660	2	0
1661	8	0
1662	1	0
1663	1	0
1664	1	0
1665	1	0
1666	1	0
1667	1	0
1668	1	0
1669	0	0
1670	2	0
1671	1	0
1672	5	0
1673	1	0
1674	2	0
1675	2	0
1676	1	0
1677	757	757
1678	64	64
1679	229	229
1680	153	153
1681	9	0
1682	290	290
1683	653	653
1684	65	65
1685	8	0
1686	226	226
1687	58	58
1688	136	136
1689	656	656
1690	68	68
1691	2	0
1692	325	325
1693	37	37
1694	233	233
1695	65	65
1696	296	296
1697	65	65
1698	205	205
1699	85	85
1700	298	298
1701	101	101
1702	290	290
1703	106	106
1704	185	185
1705	794	794
1706	125	125
1707	1	0
1708	325	325
1709	58	58
1710	769	769
1711	32	32
1712	193	193
1713	137	137
1714	5	0
1715	362	362
1716	85	85
1717	205	205
1718	680	680
1719	65	65
1720	1	0
1721	305	305
1722	64	64
1723	212	212
1724	49	49
1725	185	185
1726	761	761
1727	40	40
1728	16	0
1729	229	229
1730	49	49
1731	180	180
1732	50	50
1733	202	202
1734	52	52
1735	137	137
1736	661	661
1737	74	74
1738	4	0
1739	277	277
1740	74	74
1741	169	169
1742	810	810
1743	37	37
1744	234	234
1745	137	137
1746	26	26
1747	340	340
1748	72	72
1749	212	212
1750	58	58
1751	125	125
1752	674	674
1753	74	74
1754	17	0
1755	221	221
1756	640	640
1757	50	50
1758	17	0
1759	185	185
1760	698	698
1761	32	32
1762	180	180
1763	52	52
1764	144	144
1765	101	101
1766	17	0
1767	325	325
1768	50	50
1769	232	232
1770	58	58
1771	169	169
1772	100	100
1773	232	232
1774	65	65
1775	162	162
1776	730	730
1777	82	82
1778	5	0
1779	290	290
1780	50	50
1781	233	233
1782	89	89
1783	149	149
1784	720	720
1785	65	65
1786	10	0
1787	260	260
1788	37	37
1789	145	145
1790	52	52
1791	116	0
1792	650	650
1793	73	0
1794	17	0
1795	245	245
1796	41	0
1797	221	221
1798	61	0
1799	169	169
1800	81	0
1801	193	193
1802	90	0
1803	200	200
1804	85	0
1805	130	130
1806	725	725
1807	82	0
1808	5	0
1809	250	250
1810	586	586
1811	80	0
1812	4	0
1813	272	272
1814	68	0
1815	82	0
1816	584	584
1817	13	0
1818	185	185
1819	109	0
1820	26	0
1821	289	289
1822	45	0
1823	136	136
1824	818	818
1825	26	0
1826	261	261
1827	125	125
1828	20	0
1829	265	265
1830	697	697
1831	32	0
1832	225	225
1833	61	0
1834	173	173
1835	148	148
1836	10	0
1837	320	320
1838	32	0
1839	794	794
1840	16	0
1841	170	170
1842	145	145
1843	29	0
1844	225	225
1845	61	0
1846	153	153
1847	65	0
1848	170	170
1849	85	0
1850	193	193
1851	89	0
1852	149	149
1853	629	629
1854	25	0
1855	229	229
1856	68	0
1857	233	233
1858	170	170
1859	17	0
1860	250	250
1861	712	712
1862	82	0
1863	1	0
1864	1	0
1865	2	0
1866	5	0
1867	5	0
1868	2	0
1869	0	0
1870	5	0
1871	8	0
1872	1	0
1873	8	0
1874	10	0
1875	5	0
1876	2	0
1877	17	0
1878	4	0
1879	5	0
1880	0	0
1881	5	0
1882	2	0
1883	1	0
1884	0	0
1885	1	0
1886	0	0
1887	1	0
1888	2	0
1889	0	0
1890	0	0
1891	0	0
1892	4	0
1893	2	0
1894	821	821
1895	2	0
1896	9	0
1897	2	0
1898	5	0
1899	4	0
1900	2	0
1901	2	0
1902	1	0
1903	5	0
1904	4	0
1905	250	250
1906	673	673
1907	8	0
1908	5	0
1909	2	0
1910	4	0
1911	1	0
1912	1	0
1913	2	0
1914	1	0
1915	1	0
1916	10	0
1917	612	612
1918	85	0
1919	13	0
1920	8	0
1921	1	0
1922	2	0
1923	1	0
1924	4	0
1925	10	0
1926	1	0
1927	9	0
1928	0	0
1929	0	0
1930	5	0
1931	2	0
1932	1	0
1933	1	0
1934	8	0
1935	1	0
1936	2	0
1937	2	0
1938	2	0
1939	2	0
1940	17	0
1941	1	0
1942	2	0
1943	1	0
1944	2	0
1945	2	0
1946	2	0
1947	8	0
1948	5	0
1949	2	0
1950	676	676
1951	117	0
1952	16	0
1953	1	0
1954	4	0
1955	4	0
1956	2	0
1957	5	0
1958	1	0
1959	2	0
1960	2	0
1961	1	0
1962	1	0
1963	0	0
1964	2	0
1965	5	0
1966	0	0
1967	5	0
1968	1	0
1969	26	0
1970	169	169
1971	450	450
1972	20	0
1973	4	0
1974	5	0
1975	4	0
1976	1	0
1977	5	0
1978	5	0
1979	544	544
1980	117	0
1981	18	0
1982	5	0
1983	692	692
1984	122	0
1985	17	0
1986	2	0
1987	2	0
1988	1	0
1989	0	0
1990	5	0
1991	0	0
1992	2	0
1993	1	0
1994	1	0
1995	5	0
1996	8	0
1997	8	0
1998	5	0
1999	1	0
2000	0	0
2001	4	0
2002	5	0
2003	373	373
2004	425	425
2005	53	0
2006	20	0
2007	1	0
2008	1	0
2009	0	0
2010	4	0
2011	13	0
2012	485	485
2013	100	0
2014	10	0
2015	1	0
2016	697	697
2017	10	0
2018	2	0
2019	5	0
2020	5	0
2021	5	0
2022	1	0
2023	1	0
2024	2	0
2025	2	0
2026	2	0
2027	0	0
2028	1	0
2029	0	0
2030	1	0
2031	0	0
2032	1	0
2033	4	0
2034	1	0
2035	5	0
2036	5	0
2037	2	0
2038	4	0
2039	5	0
2040	9	0
2041	5	0
2042	1	0
2043	4	0
2044	1	0
2045	1	0
2046	1	0
2047	2	0
2048	1	0
2049	692	692
2050	1	0
2051	5	0
2052	5	0
2053	1	0
2054	1	0
2055	1	0
2056	2	0
2057	2	0
2058	1	0
2059	34	0
2060	389	389
2061	205	205
2062	26	0
2063	4	0
2064	5	0
2065	2	0
2066	4	0
2067	0	0
2068	2	0
2069	5	0
2070	9	0
2071	2	0
2072	697	697
2073	32	0
2074	1	0
2075	1	0
2076	0	0
2077	2	0
2078	2	0
2079	1	0
2080	1	0
2081	1	0
2082	650	650
2083	9	0
2084	81	81
2085	628	628
2086	17	0
2087	0	0
2088	0	0
2089	9	0
2090	1	0
2091	10	0
2092	1	0
2093	2	0
2094	5	0
2095	5	0
2096	0	0
2097	2	0
2098	1	0
2099	8	0
2100	5	0
2101	1	0
2102	1	0
2103	2	0
2104	0	0
2105	701	701
2106	16	0
2107	18	0
2108	1	0
2109	5	0
2110	1	0
2111	0	0
2112	4	0
2113	41	41
2114	697	697
2115	8	0
2116	1	0
2117	1	0
2118	2	0
2119	10	0
2120	18	0
2121	10	0
2122	365	365
2123	313	313
2124	13	0
2125	8	0
2126	4	0
2127	4	0
